MSOA11CD,Local authority,covid_19_deaths_per_thousand,total_population_mid_2018,death_rate,over_70_prop,proportion_at_risk_jobs,all_black_prop,Hypertension,Obesity (18+),Diabetes
E02000517,Hillingdon,0.691153239,10128,0.068241828,0.064869668,0.306482235,0.149895664,10.94,5.78,6.72
E02000518,Hillingdon,0.337685727,8884,0.03801055,0.085547051,0.276828957,0.064954683,10.19,5.66,5.1
E02000519,Hillingdon,0.32449973,9245,0.035100025,0.083396431,0.306735191,0.129244629,12.27,6.55,7.53
E02000520,Hillingdon,0.579542162,13804,0.04198364,0.06563315,0.293504902,0.144164963,10.45,6.47,6.88
E02000521,Hillingdon,0.304275065,13146,0.023145829,0.05484558,0.286137711,0.111682809,10.31,6.14,5.64
E02000522,Hillingdon,0.623441397,9624,0.064779862,0.084060682,0.291117193,0.0815902,10.73,6.32,5.39
E02000523,Hillingdon,0.343377114,11649,0.029476961,0.060863593,0.290154265,0.114362806,9.41,5.91,6.29
E02000524,Hillingdon,0.616067028,8116,0.075907717,0.078610153,0.297853828,0.071889539,10.61,6.25,5.8
E02000525,Hillingdon,0.389521862,10269,0.03793182,0.064076346,0.317988669,0.109675957,10.89,6.61,6.7
E02000526,Hounslow,0.234934806,8513,0.027597181,0.094208857,0.161639276,0.028407735,8.73,4.66,3.11
E02000528,Hounslow,0.323049588,12382,0.026090259,0.074220643,0.253580294,0.115978896,10.14,6.05,4.03
E02000529,Hounslow,0.334933572,8957,0.037393499,0.08194708,0.283241542,0.077533144,11.16,6.98,7.33
E02000530,Hounslow,0.819560169,7321,0.111946479,0.068979648,0.299690642,0.134561942,11.46,7.55,7.88
E02000531,Hounslow,0.572628364,10478,0.054650541,0.085798817,0.239783978,0.072941859,11.1,6.68,4.44
E02000532,Hounslow,0.332926423,9011,0.036946668,0.109310842,0.196531792,0.054366812,8.48,4.55,3.06
E02000533,Hounslow,0.355534487,8438,0.042134924,0.098601564,0.185708263,0.043421366,7.99,4.87,2.83
E02000534,Hounslow,0.372902424,8045,0.046352073,0.092604102,0.252878754,0.04090005,10.33,6.34,5.23
E02000535,Hounslow,1.077354019,9282,0.116069168,0.093622064,0.263898192,0.044021096,12.14,7.86,8.02
E02000536,Hounslow,0.321543408,9330,0.034463388,0.087888532,0.266438356,0.056640414,10.93,7.52,7.39
E02000537,Hounslow,0.222866057,8974,0.02483464,0.09895253,0.245237574,0.031670534,9.88,6.39,6.4
E02000538,Hounslow,0.415498078,9627,0.043159663,0.07468578,0.298151751,0.073271889,11.65,7.34,8.06
E02000539,Hounslow,0.820868296,10964,0.074869418,0.071780372,0.272871497,0.072637649,9.57,5.73,4.52
E02000540,Hounslow,1.089225742,11017,0.098867726,0.081601162,0.279143037,0.062621674,10.35,6.66,6.31
E02000541,Hounslow,0.724337748,9664,0.074952168,0.079884106,0.296510229,0.076394366,11.8,7.56,8.14
E02000542,Hounslow,0.601581299,11636,0.051700009,0.079752492,0.283928963,0.060344828,10.81,7.76,7.23
E02000543,Hounslow,0.219796322,13649,0.016103474,0.056194593,0.265368523,0.049944506,9.93,6.85,6.14
E02000544,Hounslow,0.122369065,8172,0.014974188,0.102912384,0.271777831,0.042566167,10.87,6.89,5.34
E02000545,Hounslow,0.114823746,8709,0.013184493,0.08646228,0.285678392,0.114289207,8.92,4.24,3.85
E02000546,Hounslow,0.102806621,9727,0.010569201,0.06785237,0.302078822,0.068615385,11.48,8.02,7.61
E02000547,Hounslow,0.501756147,9965,0.050351846,0.092925238,0.298840704,0.063675214,10.82,7.95,5.92
E02000548,Hounslow,0.599340725,10011,0.059868217,0.079612426,0.279782165,0.073931671,11.5,8.21,6.29
E02000549,Hounslow,0.606796117,11536,0.052600218,0.092926491,0.296923927,0.049105927,11.28,8.17,6.19
E02000550,Hounslow,0,11066,0,0.056027472,0.278217822,0.089781794,10.77,6.96,5.81
E02000551,Hounslow,0.219466696,9113,0.024082815,0.07242401,0.333066453,0.096935222,10.93,8.54,5.99
E02000552,Hounslow,0.109385255,9142,0.011965134,0.058192956,0.299702585,0.068231309,10.51,6.68,5.52
E02000553,Hounslow,0.415973378,7212,0.05767795,0.094425957,0.280461203,0.05677517,9.88,6.32,4.61
E02000554,Islington,0.099780483,10022,0.009956145,0.060367192,0.267370892,0.198213897,8.57,5.64,4.34
E02000555,Islington,0.201673893,9917,0.02033618,0.072400928,0.216516454,0.144132653,9.13,5.68,4.4
E02000556,Islington,0.52608505,11405,0.04612758,0.058044717,0.218036943,0.151179057,7.81,5.27,3.96
E02000557,Islington,0.225326724,8876,0.025386066,0.085060838,0.244763474,0.125430822,9.21,5.21,4.19
E02000558,Islington,0.294290759,10194,0.028869017,0.063076319,0.300228964,0.276099211,8.01,6.21,4.4
E02000559,Islington,0.095020905,10524,0.009028972,0.050741163,0.169535928,0.109820005,7.32,4.64,3.69
E02000560,Islington,0.110975474,9011,0.012315556,0.054710909,0.211354141,0.101752402,8.17,5.51,4.26
E02000561,Islington,0.467344316,8559,0.054602677,0.069751139,0.188648897,0.062483863,8.89,4.61,3.91
E02000562,Islington,0.56567485,8839,0.063997607,0.075008485,0.195599022,0.131711621,7.03,3.84,3.39
E02000563,Islington,0.464198677,8617,0.053870103,0.066148311,0.247199403,0.162738628,8.88,5.28,4.37
E02000564,Islington,0.144896037,13803,0.010497431,0.039701514,0.2287498,0.120327994,8.61,5.45,4.33
E02000565,Islington,0.220896841,9054,0.024397707,0.051689861,0.214122428,0.179430805,7.55,4.96,3.59
E02000566,Islington,0.106575722,9383,0.011358385,0.065757221,0.167687908,0.075575698,8.37,4.52,3.72
E02000567,Islington,0.260235947,11528,0.022574249,0.060114504,0.192958469,0.106487739,7.97,6.18,3.63
E02000568,Islington,0.464792006,12909,0.036005268,0.055310249,0.261165783,0.157090909,8.88,5.58,4.51
E02000569,Islington,0.539422818,11123,0.048496163,0.078575924,0.191889794,0.112751946,7.95,5.53,3.57
E02000570,Islington,0.200863714,9957,0.020173116,0.062167319,0.157983508,0.054556007,7.47,4.56,3.17
E02000571,Islington,0.326406267,9191,0.035513684,0.071918181,0.197576657,0.116174823,8.27,7.1,3.57
E02000572,Islington,0.755368512,9267,0.081511656,0.067875256,0.255648038,0.16847509,8,4.86,3.8
E02000573,Islington,1.730935667,10399,0.166452127,0.068948937,0.137675655,0.055568365,6.68,4.43,2.86
E02000574,Islington,0.312891114,9588,0.032633616,0.059136421,0.177226407,0.091989178,6.02,4.44,2.77
E02000575,Islington,0.198176774,15138,0.013091345,0.039635355,0.167446362,0.084027252,6.05,4.11,2.47
E02000576,Islington,0.253421186,11838,0.021407433,0.056259503,0.207831325,0.142735407,7.3,4.44,2.95
E02000577,Kensington and Chelsea,0.592329335,6753,0.08771351,0.09832667,0.303198887,0.244339492,10.58,7.58,5.92
E02000578,Kensington and Chelsea,1.367755172,5849,0.233844276,0.116772098,0.277410832,0.170921007,10.08,6.41,5.16
E02000579,Kensington and Chelsea,0.491098834,8145,0.060294516,0.09490485,0.197779792,0.107126277,9.79,5.63,4.72
E02000580,Kensington and Chelsea,0.624843789,8002,0.078085952,0.091477131,0.19273802,0.148931254,8.59,4.28,4.14
E02000581,Kensington and Chelsea,0.604047116,6622,0.091218229,0.139383872,0.271917808,0.188133735,9.01,4.69,4.47
E02000582,Kensington and Chelsea,0.8256502,7267,0.113616375,0.11627907,0.130743618,0.03930017,6.87,2.74,2.38
E02000583,Kensington and Chelsea,0.287521564,6956,0.041334325,0.109401955,0.139975093,0.042174449,8.01,3.21,3.2
E02000584,Kensington and Chelsea,0.124331717,8043,0.015458376,0.11513117,0.111111111,0.022377109,7.47,2.43,2.38
E02000585,Kensington and Chelsea,0.249252243,8024,0.03106334,0.118145563,0.144315545,0.045085878,7.35,2.97,2.61
E02000586,Kensington and Chelsea,0,7663,0,0.085475662,0.10794897,0.021366971,6.46,2.32,2.11
E02000587,Kensington and Chelsea,0.538068335,7434,0.072379383,0.119854722,0.124148769,0.01236209,7.99,2.48,2.74
E02000588,Kensington and Chelsea,0.254582485,7856,0.032406121,0.125381874,0.092175777,0.013727172,7.59,2.29,2.05
E02000589,Kensington and Chelsea,0.575771534,8684,0.066302572,0.075080608,0.130099728,0.033988631,6.87,3.11,2.67
E02000590,Kensington and Chelsea,0.291502696,6861,0.042486911,0.139338289,0.165760092,0.046044191,7.47,2.4,2.33
E02000591,Kensington and Chelsea,0.586252382,6823,0.085922964,0.085006595,0.174717085,0.058354262,7.41,3.67,3.32
E02000592,Kensington and Chelsea,0.579122629,6907,0.083845755,0.105255538,0.104182905,0.013163733,7.29,2.38,2.21
E02000593,Kensington and Chelsea,0.12363996,8088,0.01528684,0.086918892,0.136046773,0.03593914,7.81,3.87,3.47
E02000594,Kensington and Chelsea,1.285347044,7780,0.165211702,0.176606684,0.123210634,0.022062879,10.55,4.63,3.94
E02000595,Kensington and Chelsea,0.399627015,7507,0.053233917,0.131610497,0.153768336,0.023871232,7.53,3.18,2.72
E02000596,Kensington and Chelsea,1.168831169,7700,0.151796256,0.094675325,0.14071646,0.018889746,7.65,3.36,2.84
E02000597,Kensington and Chelsea,0.553020877,7233,0.076458022,0.117516936,0.228198116,0.08513324,7.43,4.02,3.07
E02000598,Kingston upon Thames,0.244021474,8196,0.02977324,0.106637384,0.254000508,0.011739186,10.11,4.12,3.41
E02000599,Kingston upon Thames,0.946521533,8452,0.111987877,0.133577851,0.227215588,0.028610729,7.78,3.42,3.32
E02000600,Kingston upon Thames,0.523395792,9553,0.054788631,0.086988381,0.238434164,0.03343465,6.99,3.28,2.78
E02000601,Kingston upon Thames,0,13059,0,0.059805498,0.206952743,0.019118071,7.8,3.65,2.77
E02000602,Kingston upon Thames,0,11592,0,0.058833678,0.25338696,0.054952077,6.66,3.25,2.7
E02000603,Kingston upon Thames,0.453669048,8817,0.051453901,0.075649314,0.2890625,0.03956743,9.32,3.9,3.93
E02000604,Kingston upon Thames,0.321577875,9329,0.034470777,0.090792153,0.238730451,0.020265549,11.57,4.66,4.96
E02000605,Kingston upon Thames,0.839529863,8338,0.100687199,0.120532502,0.234188468,0.015134173,10.91,4.3,4.66
E02000606,Kingston upon Thames,0.178906879,11179,0.016003836,0.075767063,0.190189329,0.022558623,7.27,3.45,2.87
E02000607,Kingston upon Thames,0,8004,0,0.073338331,0.207017544,0.024161663,8.78,3.76,3.36
E02000608,Kingston upon Thames,0,7572,0,0.07078711,0.189990282,0.034606035,8.25,3.67,3.17
E02000609,Kingston upon Thames,0.390015601,7692,0.050704056,0.137675507,0.253861848,0.023127605,11.76,5.01,4.94
E02000610,Kingston upon Thames,0.865158818,8091,0.10692854,0.10147077,0.183544304,0.027002228,9.58,4.05,3.67
E02000611,Kingston upon Thames,0.135869565,7360,0.018460539,0.149320652,0.253829322,0.012990565,10.64,4.51,4.32
E02000612,Kingston upon Thames,0.488878025,8182,0.059750431,0.155707651,0.241077932,0.013826607,12.08,5.06,4.64
E02000613,Kingston upon Thames,0.240153698,8328,0.028836899,0.105907781,0.231942789,0.027164902,9.62,4.02,3.83
E02000614,Kingston upon Thames,0.330578512,9075,0.036427384,0.081322314,0.28018648,0.028200857,11.33,5.16,4.98
E02000615,Kingston upon Thames,0.388701736,7718,0.050363013,0.125680228,0.277820219,0.024227011,12.17,5.02,4.77
E02000616,Kingston upon Thames,0.166583375,6003,0.027750021,0.114609362,0.277162526,0.014259658,11.78,4.87,4.6
E02000617,Kingston upon Thames,0.223964166,8930,0.025079974,0.104927212,0.277246208,0.022373199,11.62,4.84,4.64
E02000619,Lambeth,0.549813064,9094,0.060458881,0.0732351,0.23564653,0.29364291,10.66,5.87,5
E02000620,Lambeth,0.475465957,10516,0.045213575,0.059718524,0.215682587,0.240234792,9.54,6.83,4.44
E02000621,Lambeth,0.682360969,11724,0.058202061,0.05313886,0.219605347,0.186499185,6.12,4.2,3.29
E02000622,Lambeth,0.4459806,8969,0.049724674,0.048946371,0.211343407,0.23869533,8.37,5.62,4.38
E02000623,Lambeth,0.492914356,8115,0.060741141,0.070979667,0.266203129,0.298873592,8.87,5.43,4.74
E02000624,Lambeth,0.673174015,8913,0.075527209,0.050375855,0.239608218,0.342778335,9.25,5.99,4.83
E02000625,Lambeth,0.357781753,8385,0.042669261,0.050327967,0.285470502,0.334170554,8.44,5.52,4.48
E02000626,Lambeth,0.948204338,8437,0.112386433,0.043854451,0.314835471,0.482953861,9.67,6.45,5.14
E02000627,Lambeth,0.300090027,9997,0.030018008,0.056016805,0.221604163,0.277713927,9.26,5.68,4.55
E02000628,Lambeth,0.92175338,9764,0.094403255,0.061757476,0.267744049,0.416503956,11.29,6.35,5.69
E02000629,Lambeth,0.215866163,9265,0.0232991,0.043820831,0.170546559,0.165836378,6.89,4.09,3.32
E02000630,Lambeth,0.620116582,8063,0.076908915,0.05196577,0.171792153,0.135012386,6.4,3.48,2.81
E02000631,Lambeth,0.530166472,9431,0.056215298,0.06308981,0.237237237,0.200634058,8.8,6.48,4.13
E02000632,Lambeth,0.213219616,9380,0.022731302,0.03880597,0.167636787,0.175388819,8.8,5.31,4.35
E02000633,Lambeth,0.327189443,9169,0.03568431,0.047660595,0.227068634,0.34054617,8.35,4.68,4.2
E02000634,Lambeth,1.01744186,6880,0.147883991,0.06497093,0.206139256,0.253432661,7.22,4.29,3.48
E02000635,Lambeth,0.866926745,9228,0.093945248,0.045405288,0.23923265,0.312001747,8.3,4.86,3.84
E02000636,Lambeth,0.850753525,8228,0.103397366,0.052139037,0.137714863,0.078151591,6.51,3.69,3.04
E02000637,Lambeth,0.552791598,9045,0.06111571,0.05196241,0.197978704,0.222055946,7.49,4.12,3.68
E02000638,Lambeth,0.276803838,10838,0.025540122,0.051762318,0.255157034,0.298242069,8.39,5.49,4.15
E02000639,Lambeth,0.242277408,8255,0.029349171,0.042156269,0.296155792,0.373814509,8.08,5.52,3.81
E02000640,Lambeth,0.608951588,9853,0.061803673,0.060692175,0.179807867,0.14622383,7.23,3.6,3.28
E02000641,Lambeth,0.457404231,8745,0.052304658,0.050200114,0.309690829,0.448114819,8.7,5.29,4.28
E02000642,Lambeth,0.405844156,9856,0.04117737,0.069602273,0.231292517,0.218321562,7.82,3.8,3.55
E02000643,Lambeth,0.52295785,9561,0.054696982,0.055538124,0.223189637,0.210060939,7.5,5.3,3.65
E02000644,Lambeth,0.220799293,9058,0.024376164,0.052439832,0.235444658,0.232018561,8.4,5.35,4.15
E02000645,Lambeth,0.306968178,9773,0.031409821,0.053514786,0.250203417,0.226607539,8.61,5.01,3.93
E02000646,Lambeth,0.38420901,10411,0.036904141,0.064739218,0.226082212,0.145926982,7.83,5.43,4.18
E02000647,Lambeth,1.076078769,9293,0.115794552,0.088346067,0.260308111,0.231050336,8.91,5.73,4.28
E02000648,Lambeth,0.95272121,8397,0.113459713,0.067524116,0.289077213,0.384802978,9.58,5.61,4.58
E02000649,Lambeth,0.368459838,13570,0.02715253,0.046573324,0.252422632,0.224040783,8.87,5.54,4.75
E02000650,Lambeth,0.513149455,7795,0.065830591,0.053624118,0.247166757,0.285021552,9.5,5.11,4.2
E02000651,Lambeth,0.329163924,9114,0.036116296,0.076475752,0.252650177,0.241997439,9.35,5.22,5.07
E02000652,Lambeth,0.384221311,7808,0.049208672,0.085809426,0.291762673,0.30802662,10.46,5.75,6.31
E02000653,Lewisham,0.791347929,11373,0.069581283,0.036050295,0.28426276,0.325491573,7.85,6.09,4.05
E02000654,Lewisham,0.692520776,8664,0.079930837,0.044090489,0.340400119,0.39434173,8.15,5.93,4.18
E02000655,Lewisham,1.390374332,9350,0.148703137,0.045454545,0.302080783,0.360989279,9.37,6.13,4.44
E02000657,Lewisham,0.102417042,9764,0.010489251,0.044858664,0.266721379,0.272526988,9.02,5.94,4.14
E02000658,Lewisham,0.112688754,8874,0.012698755,0.057358576,0.265911665,0.247654559,10.24,6.58,4.83
E02000659,Lewisham,0.125203456,7987,0.015675905,0.066983849,0.214649034,0.188385085,9.03,4.18,3.77
E02000660,Lewisham,0.469043152,8528,0.05500037,0.045262664,0.224080958,0.202649171,9.86,5.85,4.17
E02000661,Lewisham,0.440463955,6811,0.064669499,0.100866246,0.201201201,0.099968464,9.81,4.21,3.23
E02000662,Lewisham,0.340367597,8814,0.0386167,0.043453597,0.303827189,0.352962963,8.47,6.11,4.14
E02000663,Lewisham,0.405076965,7406,0.054695782,0.062381853,0.260118587,0.240061162,10.58,5.53,4.13
E02000664,Lewisham,0.55877628,14317,0.039028866,0.047984913,0.268111579,0.285757454,9.65,5.44,4.16
E02000665,Lewisham,0.34348523,8734,0.039327368,0.071788413,0.237831603,0.169909045,9.88,5.44,4.16
E02000666,Lewisham,0.950441276,7365,0.129048374,0.076306857,0.281610738,0.238082229,9.76,6.46,4.37
E02000667,Lewisham,0.570450656,7012,0.081353488,0.0653166,0.268558326,0.223905724,9.54,6,4.26
E02000668,Lewisham,0.400587528,7489,0.053490123,0.082788089,0.244641326,0.157127835,10.52,4.59,4.2
E02000669,Lewisham,0.611246944,8180,0.074724565,0.059290954,0.240304369,0.293163075,10.54,7.7,4.7
E02000670,Lewisham,0.902934537,6645,0.135881796,0.059593679,0.322222222,0.395779171,11.02,6.96,5.15
E02000671,Lewisham,0.343327993,8738,0.03929137,0.063744564,0.243142418,0.219683446,9.9,5.85,4.44
E02000672,Lewisham,0.602228245,9963,0.060446476,0.058315768,0.300299551,0.363972783,10.42,6.35,4.94
E02000673,Lewisham,0.114982178,8697,0.013220901,0.06335518,0.240699238,0.1749719,8.6,4.93,3.54
E02000674,Lewisham,0.576967459,8666,0.06657829,0.076852066,0.286697248,0.361447286,12.84,7.21,5.66
E02000675,Lewisham,0.445632799,8976,0.049647148,0.084670232,0.286530224,0.171014139,11.29,5.78,5.17
E02000676,Lewisham,0.361054278,8309,0.043453397,0.070646287,0.259099617,0.236224556,9.43,6.03,4.07
E02000677,Lewisham,0.532765051,7508,0.07095965,0.086840703,0.28575573,0.343658842,12.1,7.03,6.06
E02000678,Lewisham,0.583856371,6851,0.085222066,0.074149759,0.327181853,0.314112042,10.92,6.04,5.07
E02000679,Lewisham,0.598086124,8360,0.071541402,0.069856459,0.293029151,0.262745098,9.37,6.57,3.82
E02000680,Lewisham,0.65027962,7689,0.084572717,0.065288074,0.294135708,0.261428363,10.96,8.02,4.61
E02000681,Lewisham,0.686655985,8738,0.07858274,0.08331426,0.331942126,0.336298493,11.66,7.82,5.03
E02000682,Lewisham,0.444395067,9001,0.049371744,0.080991001,0.332932692,0.307767704,11.89,6.68,6.29
E02000683,Lewisham,0.46253469,6486,0.07131278,0.089423373,0.30620438,0.247827436,12.69,6.51,5.8
E02000685,Lewisham,0.947530499,8443,0.112226756,0.080540092,0.276851599,0.261492382,11.24,7.8,4.69
E02000686,Lewisham,0.402955003,7445,0.054124245,0.062726662,0.356174423,0.35264182,11.61,7.79,5.1
E02000687,Lewisham,1.301159215,8454,0.153910482,0.084220487,0.27753304,0.227100681,12.06,7.61,4.85
E02000689,Merton,0.12025012,8316,0.014460091,0.05952381,0.182684166,0.028820538,7.16,2.75,2.75
E02000690,Merton,0.718778077,5565,0.129160481,0.185085355,0.142232817,0.009016973,8.11,1.73,2.09
E02000691,Merton,0.266595575,7502,0.0355366,0.07171421,0.181818182,0.034769566,6.75,2.27,2.77
E02000692,Merton,0.510986203,7828,0.065276725,0.126980072,0.145945946,0.01357348,7.18,1.86,2.15
E02000693,Merton,0.639386189,9384,0.068135783,0.058290708,0.23787802,0.073367492,7.6,3.78,4.17
E02000694,Merton,0.21896212,9134,0.023972205,0.060324064,0.192861147,0.045360825,7.2,2.76,3.44
E02000695,Merton,0.476871722,8388,0.05685166,0.091678588,0.280292315,0.194400869,9.14,4.68,5.04
E02000696,Merton,0.875656743,7994,0.109539247,0.052664498,0.292339168,0.150644202,8.65,4.35,4.72
E02000697,Merton,0.112233446,8910,0.012596346,0.05342312,0.17191601,0.018985031,7.29,2.84,2.96
E02000698,Merton,0.375281461,7994,0.046945392,0.123092319,0.174667002,0.015481064,7.45,2.99,2.52
E02000699,Merton,0.120627262,8290,0.014550936,0.082750302,0.187702966,0.017167382,7.87,3.22,3.02
E02000700,Merton,0.945738267,8459,0.111802609,0.055325689,0.285216988,0.153679131,9.3,3.73,4.82
E02000701,Merton,1.06546703,8447,0.126135555,0.080501953,0.324018127,0.19759981,10.79,5.03,5.72
E02000702,Merton,0.344273583,8714,0.0395081,0.066444801,0.316798196,0.268263943,11.31,5.67,5.95
E02000703,Merton,0.376222724,7974,0.047181179,0.125407575,0.227352572,0.033354633,8.64,4.12,4.08
E02000704,Merton,1.324822353,8303,0.159559479,0.088763098,0.223432637,0.043141307,8.19,3.53,3.1
E02000705,Merton,1.295336788,8492,0.152536127,0.092439943,0.294755421,0.270433284,11.4,6.46,5.97
E02000706,Merton,0.21310602,9385,0.022707088,0.063505594,0.327019205,0.237536316,11.41,5.2,5.9
E02000707,Merton,0.670780789,7454,0.089989373,0.072310169,0.332828589,0.372161368,11.83,7.83,5.92
E02000708,Merton,0.589831308,8477,0.069580194,0.102276749,0.237163251,0.027999035,10.9,4.41,4.37
E02000709,Merton,0.650872169,7682,0.084726916,0.131866701,0.264004019,0.033112583,9.21,4.25,4.02
E02000710,Merton,1.05361742,8542,0.123345519,0.120814797,0.296576953,0.143714732,11.92,5.72,6.29
E02000711,Merton,0.451161741,8866,0.050886729,0.074667268,0.293326436,0.060063741,9.36,5.48,5.76
E02000712,Merton,0.462160601,8655,0.053398105,0.100404391,0.306762093,0.083476863,11.08,6.36,5.77
E02000713,Merton,0.40371417,7431,0.054328377,0.126093393,0.284638554,0.046595461,11.77,6.7,5.02
E02000714,Newham,0.362756953,8270,0.043864202,0.048730351,0.314529005,0.268658552,8.14,6,4.54
E02000715,Newham,2.827036751,7782,0.363278945,0.060267283,0.329501916,0.199566454,9.2,7.39,7.25
E02000716,Newham,1.271617497,7864,0.161701106,0.059384537,0.288520149,0.174462877,9.53,7.29,6.98
E02000717,Newham,0.347061546,8644,0.040150572,0.047778806,0.29734909,0.158869275,9.56,7.64,7.15
E02000718,Newham,0,7563,0,0.047732381,0.350461133,0.240794857,9.52,7.79,7.04
E02000719,Newham,1.143249114,8747,0.130701854,0.06402195,0.311048737,0.242210321,8.81,5.96,5
E02000720,Newham,0.379362671,7908,0.047972012,0.064618108,0.293251534,0.133769878,9.5,7.12,6.37
E02000721,Newham,0.807999192,9901,0.081607837,0.050802949,0.3086453,0.145266425,9.44,6.85,6.82
E02000722,Newham,0.69637883,8616,0.080823912,0.047005571,0.291280589,0.204230489,7.98,5.09,4.57
E02000723,Newham,0.800355714,11245,0.071174363,0.060738106,0.262048193,0.071792453,11.35,8.52,8.26
E02000724,Newham,0.899910009,10001,0.089982003,0.057694231,0.297125484,0.102496017,10.9,7.88,7.72
E02000725,Newham,0.390586857,10241,0.038139523,0.041792794,0.279614042,0.213609734,7.7,5.24,4.27
E02000726,Newham,0.200248308,24969,0.008019877,0.016900957,0.269662921,0.212887989,5.24,5.34,3.12
E02000727,Newham,0.464738004,8607,0.053995353,0.046125247,0.27384077,0.090909091,10.74,7.68,7.76
E02000728,Newham,0.489596083,8170,0.059926081,0.052876377,0.274093722,0.068554759,11.32,8.44,7.86
E02000729,Newham,1.080205239,7406,0.14585542,0.05779098,0.283447418,0.179943503,8.89,5.96,5.8
E02000730,Newham,0.328983441,9119,0.036076702,0.065577366,0.277290181,0.108318505,10.31,6.68,7.46
E02000731,Newham,0.545702592,10995,0.049631887,0.049931787,0.28588263,0.08726298,10.7,8.51,7.75
E02000732,Newham,0.996636352,8027,0.124160502,0.056060795,0.33525803,0.172878668,9.83,7.77,7.54
E02000733,Newham,0.289407679,10366,0.027918935,0.056627436,0.310908666,0.278449867,8.09,6.57,4.78
E02000734,Newham,0.521240553,7674,0.067922928,0.055381809,0.319801673,0.278853703,8.22,6.49,5.18
E02000735,Newham,0.697836706,8598,0.081162678,0.075017446,0.292565175,0.165523609,9.54,7.5,6.61
E02000736,Newham,0.54662731,9147,0.059760283,0.050945665,0.339207048,0.201493408,9.63,7.8,6.41
E02000737,Newham,0.78369906,10208,0.076773027,0.062989812,0.314262906,0.171931312,9.45,7.89,6.31
E02000738,Newham,0.438788943,9116,0.048133934,0.053422554,0.296511628,0.140309437,8.85,7.59,6.85
E02000739,Newham,0.12926577,7736,0.016709639,0.05196484,0.311612903,0.239773716,9.25,7.5,5.63
E02000740,Newham,0.421525924,7117,0.059228035,0.045665308,0.329956096,0.303142056,8.42,6.93,4.89
E02000741,Newham,0.669941938,8956,0.0748037,0.050245645,0.327935223,0.224064883,9.55,7.66,6.06
E02000742,Newham,0.340058944,8822,0.038546695,0.054522784,0.336757624,0.234603373,8.91,7.6,5.91
E02000743,Newham,0.588235294,10200,0.057670127,0.055196078,0.3392,0.312992626,9.12,7.38,5.28
E02000744,Newham,0.84254871,9495,0.088736041,0.054555029,0.321172249,0.250965251,10.45,8.09,5.59
E02000745,Newham,0.475567709,8411,0.056541161,0.044584473,0.323288395,0.260041764,8.68,7.91,4.47
E02000746,Newham,0.702658391,8539,0.082288136,0.037006675,0.295382669,0.223245733,7.8,7.56,4.09
E02000747,Newham,0.298018179,13422,0.022203709,0.046341827,0.241660489,0.223276348,9.09,7.79,4.86
E02000748,Newham,0.457875458,6552,0.069883312,0.041208791,0.311026352,0.18974359,7.97,7.71,4.14
E02000749,Newham,0.684072512,8771,0.077992534,0.051191426,0.342169409,0.3128437,9.8,8.21,4.85
E02000750,Newham,0.202702703,14800,0.013696129,0.025540541,0.250345543,0.243187564,7.08,6.3,3.53
E02000751,Redbridge,1.030444965,10675,0.096528802,0.167306792,0.227599244,0.029936672,10.56,4.6,3.63
E02000752,Redbridge,0.393494229,7624,0.051612569,0.090110178,0.314598798,0.100660308,11.05,6.44,5.15
E02000753,Redbridge,0.455235205,6590,0.069079697,0.106525038,0.299886835,0.086347344,11.34,6.59,5.26
E02000754,Redbridge,0.744601638,6715,0.11088632,0.094266567,0.265791883,0.07515528,11.33,5.6,4.37
E02000755,Redbridge,0.717231486,5577,0.128605251,0.113681191,0.301770593,0.073974703,12.26,5.86,5.42
E02000756,Redbridge,0.802626779,13705,0.058564522,0.100328347,0.27048242,0.066666667,10.68,5.23,5.81
E02000757,Redbridge,0.157035176,12736,0.012330023,0.097283291,0.24235474,0.044720389,10.56,5.54,3.97
E02000758,Redbridge,0.320924262,6232,0.051496191,0.119544288,0.309853734,0.099445658,10.45,5.41,5.94
E02000759,Redbridge,0.524462426,13347,0.039294405,0.076871207,0.279404548,0.104865493,10.58,5.7,4.14
E02000760,Redbridge,0.700967335,7133,0.098271041,0.113696902,0.309217047,0.081356907,9.33,4.94,5.97
E02000762,Redbridge,0.301841232,6626,0.045554065,0.116661636,0.262556287,0.058505564,10.52,5.34,6.6
E02000763,Redbridge,0.658587987,7592,0.086747627,0.088777661,0.282934609,0.098152425,9.36,5.51,6.49
E02000764,Redbridge,0.803277372,12449,0.064525454,0.128604707,0.226794554,0.041719343,10.95,4.85,3.88
E02000765,Redbridge,0,6860,0,0.099562682,0.258292167,0.060927362,10.76,5.5,7.12
E02000767,Redbridge,0.837120306,8362,0.100110058,0.094833772,0.275315527,0.072085084,10.15,5.75,7.07
E02000768,Redbridge,0.172028213,5813,0.029593706,0.12420437,0.254076087,0.053886926,11.31,4.54,3.91
E02000769,Redbridge,0.947807406,15826,0.059889259,0.070200935,0.29847057,0.165883426,9.23,5.9,5.99
E02000770,Redbridge,0.495356037,8075,0.061344401,0.079504644,0.276217228,0.090320021,9.84,6.43,6.94
E02000772,Redbridge,0.447377251,8941,0.050036601,0.056928755,0.301386749,0.11213189,10.52,5.78,7.08
E02000773,Redbridge,0.396825397,10080,0.039367599,0.060714286,0.284613409,0.104805392,10.27,6.74,7.4
